数据期,行业代码,门类代码,门类内容,大类代码,大类内容,中类代码,中类内容,小类代码,小类内容,经度,维度,注册资本(人民币元),企业经营日期,企业登记设立日期,企业缴纳社保人员数
2019,F5261,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5261,汽车新车零售,113.850586,22.623780,5000000,2008/3/1,2007/12/11,58
2019,C3513,C,制造业,35,专用设备制造业,351,采矿、冶金、建筑专用设备制造,3513,深海石油钻探设备制造,,,70000000,2008/5/21,2007/12/8,99
2019,F5164,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5164,金属及金属矿批发,113.851778,22.76635,20000000,2008/6/1,2008/2/26,32
2019,C1411,C,制造业,14,食品制造业,141,焙烤食品制造,1411,糕点、面包制造,113.870800,22.818481,13478688,2009/2/1,2008/11/14,257
2019,F5169,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5169,其他化工产品批发,113.880525,22.549018,1000000,2008/8/1,2008/1/29,10
2019,C3525,C,制造业,35,专用设备制造业,352,化工、木材、非金属加工专用设备制造,3525,模具制造,113.885948,22.814370,9092600,2008/4/1,2008/3/20,108
2019,C3252,C,制造业,32,有色金属冶炼和压延加工业,325,有色金属压延加工,3252,铝压延加工,113.855046,22.741168,500000,2008/11/1,2008/1/25,19
2019,C3859,C,制造业,38,电气机械和器材制造业,385,家用电力器具制造,3859,其他家用电力器具制造,113.796211,22.687421,10000000,2008/8/1,2008/5/15,313
2019,I6511,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,651,软件开发,6511,基础软件开发,113.884095,22.599888,1000000,2009/2/13,2008/3/3,36
2019,C3990,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造,3990,其他电子设备制造,,,5000000,2009/9/1,2008/4/11,49
2019,C3913,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3913,计算机外围设备制造,113.848648,22.608660,35003500,2008/7/1,2008/4/28,470
2019,L7243,L,租赁和商务服务业,72,商务服务业,724,咨询与调查,7243,社会经济咨询,113.886020,22.549005,443000000,2009/8/1,2008/4/1,372
2019,C3360,C,制造业,33,金属制品业,336,金属表面处理及热处理加工,3360,金属表面处理及热处理加工,113.853520,22.596475,1000000,2009/7/1,2008/5/7,188
2019,E4851,E,建筑业,48,土木工程建筑业,485,架线和管道工程建筑,4851,架线及设备工程建筑,113.898041,22.589296,10000000,2008/6/1,2008/5/9,84
2019,C2921,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2921,塑料薄膜制造,113.850565,22.721514,5000000,2009/9/1,2008/4/25,37
2019,C3780,C,制造业,37,铁路、船舶、航空航天和其他运输设备制造业,378,非公路休闲车及零配件制造,3780,非公路休闲车及零配件制造,113.854205,22.719823,22293821.76,2008/7/1,2008/5/22,171
2019,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.831149,22.787634,9746880,2013/5/1,2012/11/22,667
2019,H6110,H,住宿和餐饮业,61,住宿业,611,旅游饭店,6110,旅游饭店,113.800311,22.731937,1000000,2008/6/1,2008/5/26,39
2019,C3824,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3824,电力电子元器件制造,113.794370,22.722122,17534600,2008/11/1,2008/9/1,195
2019,C2459,C,制造业,24,文教、工美、体育和娱乐用品制造业,245,玩具制造,2459,其他玩具制造,,,893990,2009/8/1,2008/5/22,124
2019,C3919,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3919,其他计算机制造,113.872773,22.603430,50000000,2009/3/1,2008/4/25,131
2019,C3982,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3982,电子电路制造,113.870230,22.823964,10000000,2008/10/1,2008/5/9,700
2019,F5261,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5261,汽车新车零售,113.834827,22.724587,68307000,2009/4/1,2008/9/18,102
2019,G5413,G,交通运输、仓储和邮政业,54,道路运输业,541,城市公共交通运输,5413,出租车客运,113.911924,22.580186,10000000,2008/8/1,2008/6/20,951
2019,C2239,C,制造业,22,造纸和纸制品业,223,纸制品制造,2239,其他纸制品制造,113.796490,22.761047,7500000,2008/7/1,2008/6/27,72
2019,C3990,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造,3990,其他电子设备制造,113.855077,22.778850,20000000,2009/6/1,2008/9/10,95
2019,C1819,C,制造业,18,纺织服装、服饰业,181,机织服装制造,1819,其他机织服装制造,113.801792,22.765469,20554500,2008/11/1,2008/8/5,383
2019,C2929,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2929,塑料零件及其他塑料制品制造,,,25000000,2008/10/1,2008/7/18,218
2019,C3829,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3829,其他输配电及控制设备制造,113.86145871593978,22.65173386897914,13703000,2008/10/1,2008/8/27,1121
2019,F5219,F,批发和零售业,52,零售业,521,综合零售,5219,其他综合零售,113.840191,22.606459,26268247,2009/10/1,2008/7/21,919
2019,C3939,C,制造业,39,计算机、通信和其他电子设备制造业,393,广播电视设备制造,3939,应用电视设备及其他广播电视设备制造,113.791896,22.685016,10000000,2009/6/1,2008/9/1,97
2019,M7486,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术与设计服务,7486,土地规划服务,113.864031,22.555547,3000000,2009/3/1,2008/9/1,47
2019,C3975,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3975,半导体照明器件制造,113.788219,22.741846,500000,2012/2/1,2008/8/21,104
2019,C3311,C,制造业,33,金属制品业,331,结构性金属制品制造,3311,金属结构制造,113.808600,22.770100,20492100,2001/3/1,2008/9/28,123
2019,C3973,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3973,集成电路制造,113.864714,22.597392,10000000,2010/11/1,2008/9/18,95
2019,C2929,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2929,塑料零件及其他塑料制品制造,113.790398,22.728773,38000000,2009/1/1,2008/9/10,82
2019,I6560,I,信息传输、软件和信息技术服务业,65,软件和信息技术服务业,656,信息技术咨询服务,6560,信息技术咨询服务,113.855483,22.607347,50000000,2009/2/1,2008/10/9,215
2019,F5169,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5169,其他化工产品批发,113.829830,22.729181,9117604.56,2009/4/1,2009/1/7,36
2019,C3911,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3911,计算机整机制造,113.841034,22.607592,10870000,2009/4/1,2008/9/10,5
2019,C2659,C,制造业,26,化学原料和化学制品制造业,265,合成材料制造,2659,其他合成材料制造,113.799895,22.748009,2644800,2009/5/1,2009/2/4,31
2019,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.856327,22.717430,1000000,2011/6/1,2008/11/20,2
2019,H6210,H,住宿和餐饮业,62,餐饮业,621,正餐服务,6210,正餐服务,113.925919,22.576309,1000000,2009/6/1,2008/11/19,97
2019,C3214,C,制造业,32,有色金属冶炼和压延加工业,321,常用有色金属冶炼,3214,锡冶炼,113.847413,22.736044,500000,2009/6/1,2008/11/19,25
2019,C3976,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3976,光电子器件制造,113.923193,22.650119,87100000,2011/4/1,2008/11/19,417
2019,F5169,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5169,其他化工产品批发,113.859925,22.570550,5000000,2009/1/1,2008/11/28,15
2019,C3982,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3982,电子电路制造,113.869972,22.822463,11000000,2009/10/1,2008/11/11,244
2019,C2451,C,制造业,24,文教、工美、体育和娱乐用品制造业,245,玩具制造,2451,电玩具制造,113.813045,22.716798,1000000,2010/7/1,2008/11/13,167
2019,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.905316,22.568325,20000000,2009/6/1,2008/11/11,120
2019,F5169,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5169,其他化工产品批发,113.879417,22.548783,1000000,2009/4/1,2008/11/14,3
2019,C3975,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3975,半导体照明器件制造,113.849652,22.75428,36153846,2009/5/1,2008/11/17,880
2019,C3990,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造,3990,其他电子设备制造,,,23044200,2010/4/1,2008/12/30,7
2019,C3545,C,制造业,35,专用设备制造业,354,印刷、制药、日化及日用品生产专用设备制造,3545,照明器具生产专用设备制造,113.872294,22.581806,105000000,2009/6/1,2008/12/22,1286
2019,C3525,C,制造业,35,专用设备制造业,352,化工、木材、非金属加工专用设备制造,3525,模具制造,113.811973,22.723817,12339600,2009/7/1,2009/4/10,84
2019,C3974,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3974,显示器件制造,113.804552,22.750186,88819269,2010/1/1,2009/1/4,2070
2019,C3911,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3911,计算机整机制造,113.895858,22.568283,31796143,2012/10/1,2008/12/25,209
2019,C3360,C,制造业,33,金属制品业,336,金属表面处理及热处理加工,3360,金属表面处理及热处理加工,113.802823,22.780136,500000,2009/2/1,2009/1/22,142
2019,C3312,C,制造业,33,金属制品业,331,结构性金属制品制造,3312,金属门窗制造,113.845574,22.738897,500000,2009/4/1,2008/12/17,160
2019,C3819,C,制造业,38,电气机械和器材制造业,381,电机制造,3819,其他电机制造,113.825202,22.778520,1000000,2009/4/1,2009/2/13,743
2019,F5234,F,批发和零售业,52,零售业,523,纺织、服装及日用品专门零售,5234,化妆品及卫生用品零售,113.812991,22.626253,2000000,2009/6/1,2008/12/29,18
2019,C3251,C,制造业,32,有色金属冶炼和压延加工业,325,有色金属压延加工,3251,铜压延加工,113.834244,22.760256,8542625,2009/6/1,2009/3/20,34
2019,C3872,C,制造业,38,电气机械和器材制造业,387,照明器具制造,3872,照明灯具制造,113.798301,22.713329,60000000,2007/3/26,2009/5/8,26
2019,F5261,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5261,汽车新车零售,113.831094,22.681755,10000000,2009/4/1,2009/2/25,110
2019,C3382,C,制造业,33,金属制品业,338,金属制日用品制造,3382,金属制餐具和器皿制造,113.834827,22.724587,10000000,2009/12/1,2009/7/22,119
2019,G5959,G,交通运输、仓储和邮政业,59,装卸搬运和仓储业,595,谷物、棉花等农产品仓储,5959,其他农产品仓储,113.853304,22.602167,10500000,2009/5/1,2009/3/5,118
2019,H6210,H,住宿和餐饮业,62,餐饮业,621,正餐服务,6210,正餐服务,113.863395,22.56815,10000000,2013/2/1,2009/2/23,241
2019,F5164,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5164,金属及金属矿批发,113.840908,22.765109,1000000,2010/5/1,2009/4/2,38
2019,C3812,C,制造业,38,电气机械和器材制造业,381,电机制造,3812,电动机制造,113.933866,22.682353,881600,2011/7/1,2009/6/4,153
2019,F5181,F,批发和零售业,51,批发业,518,贸易经纪与代理,5181,贸易代理,113.831355,22.734269,10000000,2009/8/1,2009/4/17,22
2019,C3974,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3974,显示器件制造,,,23142900,2006/10/8,2009/3/31,192
2019,F5296,F,批发和零售业,52,零售业,529,货摊、无店铺及其他零售业,5296,生活用燃料零售,,,13220000,2009/7/1,2009/4/17,105
2019,C3919,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3919,其他计算机制造,113.801705,22.722983,34160000,2010/1/1,2009/7/20,54
2019,C3939,C,制造业,39,计算机、通信和其他电子设备制造业,393,广播电视设备制造,3939,应用电视设备及其他广播电视设备制造,,,45000000,2009/11/1,2009/6/12,421
2019,O8219,O,居民服务、修理和其他服务业,82,其他服务业,821,清洁服务,8219,其他清洁服务,113.889415,22.578962,10000000,2009/8/1,2009/5/22,597
2019,C2221,C,制造业,22,造纸和纸制品业,222,造纸,2221,机制纸及纸板制造,113.847137,22.790224,34276608,2010/4/1,2009/6/17,61
2019,C3914,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3914,工业控制计算机及系统制造,113.883010,22.586724,1000000,2009/9/1,2009/6/2,126
2019,E4710,E,建筑业,47,房屋建筑业,471,住宅房屋建筑,4710,住宅房屋建筑,113.881787,22.595851,100000000,2009/12/1,2009/5/11,123
2019,C3831,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造,3831,电线、电缆制造,113.96343210175107,22.690395713168083,50000000,2011/1/27,2009/5/15,269
2019,C3563,C,制造业,35,专用设备制造业,356,电子和电工机械专用设备制造,3563,电子元器件与机电组件设备制造,113.844246,22.772909,12480150,2004/8/1,2011/6/3,374
2019,C3990,C,制造业,39,计算机、通信和其他电子设备制造业,399,其他电子设备制造,3990,其他电子设备制造,113.848396,22.764615,5000000,2010/4/1,2009/7/14,49
2019,C2319,C,制造业,23,印刷和记录媒介复制业,231,印刷,2319,包装装潢及其他印刷,113.855995,22.710114,44936100,2009/12/1,2009/9/2,194
2019,C3974,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3974,显示器件制造,113.861328,22.598467,5000000,2009/9/1,2009/7/1,95
2019,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.817955,22.731464,200000000,2011/2/1,2009/6/23,35
2019,F5261,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5261,汽车新车零售,113.873182,22.597939,5000000,2011/2/1,2009/8/5,40
2019,E4710,E,建筑业,47,房屋建筑业,471,住宅房屋建筑,4710,住宅房屋建筑,113.887926,22.548677,100000000,2009/12/1,2009/8/5,76
2019,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.806443,22.718888,1000000,2010/1/1,2009/8/10,49
2019,F5141,F,批发和零售业,51,批发业,514,文化、体育用品及器材批发,5141,文具用品批发,113.868779,22.581708,2000000,2009/10/1,2009/7/24,18
2019,C2921,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2921,塑料薄膜制造,113.813987,22.685943,48228000,2010/1/1,2009/7/30,170
2019,C3952,C,制造业,39,计算机、通信和其他电子设备制造业,395,非专业视听设备制造,3952,音响设备制造,113.817716,22.753578,881100,2010/4/1,2009/9/4,113
2019,C2452,C,制造业,24,文教、工美、体育和娱乐用品制造业,245,玩具制造,2452,塑胶玩具制造,,,4407500,2000/12/1,2009/8/11,314
2019,C3442,C,制造业,34,通用设备制造业,344,泵、阀门、压缩机及类似机械制造,3442,气体压缩机械制造,113.861554,22.653195,10000000,2009/10/1,2009/8/4,64
2019,C3424,C,制造业,34,通用设备制造业,342,金属加工机械制造,3424,金属切割及焊接设备制造,113.841683,22.732793,12000000,2009/8/1,2009/7/20,98
2019,C3824,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3824,电力电子元器件制造,113.853037,22.589326,66631579,2008/5/14,2009/9/21,1166
2019,C2452,C,制造业,24,文教、工美、体育和娱乐用品制造业,245,玩具制造,2452,塑胶玩具制造,113.864954,22.796716,9000000,2000/12/1,2009/11/30,1514
2019,K7040,K,房地产业,70,房地产业,704,房地产租赁经营,7040,房地产租赁经营,113.837944,22.760551,10000000,2010/6/1,2009/9/3,35
2019,C3974,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3974,显示器件制造,113.857865,22.658422,8000000,2010/1/1,2009/11/23,154
2019,C3981,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3981,电阻电容电感元件制造,113.808907,22.765270,3414450,2009/12/1,2009/9/25,142
2019,C2231,C,制造业,22,造纸和纸制品业,223,纸制品制造,2231,纸和纸板容器制造,113.856973,22.735743,10568280,2010/1/1,2009/12/1,259
2019,C2110,C,制造业,21,家具制造业,211,木质家具制造,2110,木质家具制造,113.871567,22.814556,375000000,2010/10/1,2009/8/28,147
2019,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.838513,22.698635,1000000,2009/10/1,2009/8/19,15
2019,F5179,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5179,其他机械设备及电子产品批发,113.812782,22.743404,5000000,2009/10/1,2009/8/21,17
2019,C2319,C,制造业,23,印刷和记录媒介复制业,231,印刷,2319,包装装潢及其他印刷,113.834028,22.703805,10000000,2010/1/1,2009/12/2,162
2019,C3522,C,制造业,35,专用设备制造业,352,化工、木材、非金属加工专用设备制造,3522,橡胶加工专用设备制造,113.820802,22.780558,13210350,2012/7/1,2009/12/24,329
2019,C3561,C,制造业,35,专用设备制造业,356,电子和电工机械专用设备制造,3561,电工机械专用设备制造,113.922595,22.572736,1000000,2008/8/4,2009/10/23,118
2019,C2929,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2929,塑料零件及其他塑料制品制造,113.839190,22.674038,22897940,2010/5/1,2009/12/25,587
2019,C3525,C,制造业,35,专用设备制造业,352,化工、木材、非金属加工专用设备制造,3525,模具制造,,,40511740,2010/5/1,2009/12/18,418
2019,C3499,C,制造业,34,通用设备制造业,349,其他通用设备制造业,3499,其他未列明通用设备制造业,113.797078,22.762583,10224750,2010/9/1,2010/6/11,88
2019,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.803833,22.760572,3000000,2014/1/1,2009/11/30,42
2019,C3011,C,制造业,30,非金属矿物制品业,301,水泥、石灰和石膏制造,3011,水泥制造,113.799798,22.675447,50000000,2010/3/1,2009/11/6,126
2019,C2432,C,制造业,24,文教、工美、体育和娱乐用品制造业,243,工艺美术及礼仪用品制造,2432,金属工艺品制造,113.86697418514765,22.728767166981978,22300000,2010/4/1,2009/12/3,183
2019,F5261,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5261,汽车新车零售,113.844974,22.730839,5000000,2011/3/1,2009/12/8,77
2019,C3811,C,制造业,38,电气机械和器材制造业,381,电机制造,3811,发电机及发电机组制造,113.799310,22.669044,50000000,2010/5/1,2009/11/24,138
2019,C2929,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2929,塑料零件及其他塑料制品制造,,,879530,2011/12/1,2010/1/27,79
2019,C1712,C,制造业,17,纺织业,171,棉纺织及印染精加工,1712,棉织造加工,,,6826400,2010/5/1,2010/3/10,51
2019,C3982,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3982,电子电路制造,,,60000000,2011/12/1,2009/12/16,43
2019,C3912,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3912,计算机零部件制造,113.838864,22.703883,5000000,2010/5/1,2009/12/10,94
2019,C2319,C,制造业,23,印刷和记录媒介复制业,231,印刷,2319,包装装潢及其他印刷,113.857953,22.660626,30000000,2010/2/1,2010/1/6,129
2019,Q8415,Q,卫生和社会工作,84,卫生,841,医院,8415,专科医院,113.895545,22.581002,10000000,2010/2/1,2015/12/21,66
2019,C3589,C,制造业,35,专用设备制造业,358,医疗仪器设备及器械制造,3589,其他医疗设备及器械制造,,,18245112,1998/9/5,1998/7/13,409
2019,K7020,K,房地产业,70,房地产业,702,物业管理,7020,物业管理,113.896067,22.570864,5000000,1998/8/1,1998/4/27,316
2019,C3525,C,制造业,35,专用设备制造业,352,化工、木材、非金属加工专用设备制造,3525,模具制造,113.868722,22.574008,,2002/1/1,1998/7/13,359
2019,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.827887,22.726929,100000000,2008/3/1,1998/5/12,18
2019,C3824,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3824,电力电子元器件制造,113.898691,22.573666,30000000,2001/5/17,1998/5/20,79
2019,F5199,F,批发和零售业,51,批发业,519,其他批发业,5199,其他未列明批发业,113.914350,22.577055,2000000,2001/5/1,1998/5/29,17
2019,C3952,C,制造业,39,计算机、通信和其他电子设备制造业,395,非专业视听设备制造,3952,音响设备制造,113.840789,22.798144,,2000/12/1,1998/7/30,63
2019,C3360,C,制造业,33,金属制品业,336,金属表面处理及热处理加工,3360,金属表面处理及热处理加工,113.800523,22.773679,7000000,2000/12/1,1998/6/15,435
2019,H6110,H,住宿和餐饮业,61,住宿业,611,旅游饭店,6110,旅游饭店,113.84617,22.768849,24000000,2003/1/1,1999/1/5,289
2019,F5265,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5265,机动车燃油零售,113.864222,22.618438,10000000,2006/3/1,1998/7/1,20
2019,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.863048,22.575149,503300000,2001/6/1,1998/7/23,84
2019,F5261,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5261,汽车新车零售,113.893528,22.576220,5000000,2007/3/1,1998/8/10,45
2019,M7482,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术与设计服务,7482,工程监理服务,,,50000000,2003/6/1,1998/8/17,221
2019,F5169,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5169,其他化工产品批发,113.883691,22.594307,20000000,2003/4/1,1999/4/27,108
2019,P8391,P,教育,83,教育,839,技能培训、教育辅助及其他教育,8391,职业技能培训,113.914760,22.582734,100080000,2006/6/1,1999/5/19,1427
2019,C3340,C,制造业,33,金属制品业,334,金属丝绳及其制品制造,3340,金属丝绳及其制品制造,113.840657,22.680080,500000,2010/10/1,2010/2/11,35
2019,F5165,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5165,建材批发,113.868293,22.600285,1000000,2011/1/1,1998/11/18,19
2019,C3919,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3919,其他计算机制造,,,775733332,1999/5/1,1998/11/24,2842
2019,C4011,C,制造业,40,仪器仪表制造业,401,通用仪器仪表制造,4011,工业自动控制系统装置制造,113.869706,22.575279,20000000,2001/2/21,1998/12/2,187
2019,K7040,K,房地产业,70,房地产业,704,房地产租赁经营,7040,房地产租赁经营,113.796744,22.753209,80000000,2005/7/1,1999/1/6,25
2019,C3974,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3974,显示器件制造,113.867286,22.602618,11500000,2000/3/1,1998/12/29,110
2019,F5265,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5265,机动车燃油零售,113.846321,22.741251,2500000,2015/12/1,1998/12/23,21
2019,F5165,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5165,建材批发,113.879417,22.548783,50000000,2001/3/1,1999/1/29,18
2019,C3953,C,制造业,39,计算机、通信和其他电子设备制造业,395,非专业视听设备制造,3953,影视录放设备制造,113.787738,22.709075,50000000,2002/10/1,1999/9/29,822
2019,E4910,E,建筑业,49,建筑安装业,491,电气安装,4910,电气安装,113.893805,22.586368,20000000,2003/11/1,1999/4/1,91
2019,F5273,F,批发和零售业,52,零售业,527,家用电器及电子产品专门零售,5273,计算机、软件及辅助设备零售,113.902145,22.556692,5100000,2002/11/1,1999/4/13,40
2019,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.815603,22.760247,10090000,2001/11/1,1999/6/3,90
2019,E5012,E,建筑业,50,建筑装饰、装修和其他建筑业,501,建筑装饰和装修业,5012,住宅装饰和装修,113.907225,22.566269,80000000,2001/5/1,1999/4/21,154
2019,C3982,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3982,电子电路制造,113.879441,22.548770,2311430816,2005/9/16,1999/4/29,12356
2019,C3351,C,制造业,33,金属制品业,335,建筑、安全用金属制品制造,3351,建筑、家具用金属配件制造,113.846542,22.75958,10000000,1998/8/1,1999/6/7,100
2019,C3831,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造,3831,电线、电缆制造,,,10000000,2006/5/1,1999/6/16,32
2019,C1441,C,制造业,14,食品制造业,144,乳制品制造,1441,液体乳制造,113.841298,22.761763,42000000,2000/6/6,1999/10/10,672
2019,C3973,C,制造业,39,计算机、通信和其他电子设备制造业,397,电子器件制造,3973,集成电路制造,113.789330,22.731031,,1999/12/1,1999/8/30,794
2019,C3982,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3982,电子电路制造,113.865100,22.729149,700000000,2000/12/1,1999/8/27,1172
2019,C3054,C,制造业,30,非金属矿物制品业,305,玻璃制品制造,3054,日用玻璃制品制造,113.864798,22.810885,2000000,2006/5/1,1999/8/17,33
2019,C3922,C,制造业,39,计算机、通信和其他电子设备制造业,392,通信设备制造,3922,通信终端设备制造,113.837822,22.676114,115238710,2001/12/1,2000/3/23,777
2019,F5175,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5175,电气设备批发,113.863048,22.575149,10000000,2004/12/1,1999/9/14,42
2019,C3982,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3982,电子电路制造,113.801353,22.732801,40000000,2004/7/1,1999/9/14,146
2019,C3525,C,制造业,35,专用设备制造业,352,化工、木材、非金属加工专用设备制造,3525,模具制造,113.809088,22.775388,,2004/8/1,1999/11/10,603
2019,C3913,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3913,计算机外围设备制造,,,,2000/12/1,1999/11/30,173
2019,C2631,C,制造业,26,化学原料和化学制品制造业,263,农药制造,2631,化学农药制造,113.886217,22.597876,914076384,1996/9/18,1999/9/18,204
2019,C2511,C,制造业,25,石油、煤炭及其他燃料加工业,251,精炼石油产品制造,2511,原油加工及石油制品制造,,,80000000,2007/9/1,1999/10/29,34
2019,C3913,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3913,计算机外围设备制造,113.878680,22.580340,,2000/12/1,2000/3/16,1127
2019,C2929,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2929,塑料零件及其他塑料制品制造,113.796016,22.716773,,2002/3/1,1999/12/24,493
2019,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.878651,22.562408,650000000,2004/5/1,1999/12/1,179
2019,C3831,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造,3831,电线、电缆制造,113.875031,22.667576,105660000,2006/3/1,1999/12/10,173
2019,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.878376,22.731152,30000000,2006/4/1,1999/12/12,44
2019,C2641,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造,2641,涂料制造,113.850391,22.715016,,2000/12/1,2000/1/25,60
2019,F5164,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5164,金属及金属矿批发,113.870572,22.601991,5430000,2005/1/1,1999/12/10,42
2019,C3130,C,制造业,31,黑色金属冶炼和压延加工业,313,钢压延加工,3130,钢压延加工,113.888887,22.580242,50000000,2003/1/15,2000/1/2,76
2019,C3360,C,制造业,33,金属制品业,336,金属表面处理及热处理加工,3360,金属表面处理及热处理加工,113.799940,22.773543,80000000,2006/11/1,2000/1/24,413
2019,C3670,C,制造业,36,汽车制造业,367,汽车零部件及配件制造,3670,汽车零部件及配件制造,,,,2003/8/1,2000/3/28,99
2019,C2929,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2929,塑料零件及其他塑料制品制造,113.824977,22.707913,,2001/11/1,2000/4/20,378
2019,F5176,F,批发和零售业,51,批发业,517,机械设备、五金产品及电子产品批发,5176,计算机、软件及辅助设备批发,113.841914,22.628623,235770000,2002/10/1,2000/3/29,318
