数据期,行业代码,门类代码,门类内容,大类代码,大类内容,中类代码,中类内容,小类代码,小类内容,经度,维度,注册资本(人民币元),企业经营日期,企业登记设立日期,企业缴纳社保人员数
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.826767,22.644514,100000000,1992/8/1,1989/9/7,91
2017,F5243,F,批发和零售业,52,零售业,524,文化、体育用品及器材专门零售,5243,图书、报刊零售,,,2100000,1993/1/1,1982/12/31,92
2017,F5162,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5162,石油及制品批发,113.814829,22.633092,123000000,2009/10/1,1990/11/3,241
2017,G5421,G,交通运输、仓储和邮政业,54,道路运输业,542,公路旅客运输,5421,长途客运,113.892113,22.545135,10000000,2003/11/1,1992/10/16,8
2017,H6210,H,住宿和餐饮业,62,餐饮业,621,正餐服务,6210,正餐服务,113.826942,22.637009,14000000,1994/9/1,1992/12/15,3556
2017,F5165,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5165,建材批发,113.886475,22.604134,810000,2001/5/1,1992/12/31,39
2017,F5151,F,批发和零售业,51,批发业,515,医药及医疗器材批发,5151,西药批发,113.926511,22.580036,50000000,2000/6/1,1993/5/17,209
2017,C3989,C,制造业,39,计算机、通信和其他电子设备制造业,398,电子元件及电子专用材料制造,3989,其他电子元件制造,113.795593,22.761142,10000000,2014/10/1,2014/8/6,149
2017,E4920,E,建筑业,49,建筑安装业,492,管道和设备安装,4920,管道和设备安装,113.893657,22.560935,10000000,2002/1/1,1994/4/26,82
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.866135,22.606408,50000000,1993/1/1,1990/4/15,66
2017,G5429,G,交通运输、仓储和邮政业,54,道路运输业,542,公路旅客运输,5429,其他公路客运,113.899168,22.563713,10000000,1993/1/1,1994/11/15,656
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.880136,22.583069,80000000,2006/3/1,1994/11/27,125
2017,G5443,G,交通运输、仓储和邮政业,54,道路运输业,544,道路运输辅助活动,5443,公路管理与养护,113.902498,22.560229,10000000,1998/8/1,1994/12/29,116
2017,E5012,E,建筑业,50,建筑装饰、装修和其他建筑业,501,建筑装饰和装修业,5012,住宅装饰和装修,113.907225,22.566269,10000000,2004/9/1,1995/5/15,17
2017,K7040,K,房地产业,70,房地产业,704,房地产租赁经营,7040,房地产租赁经营,113.900986,22.56333,6000000,1997/7/1,1995/6/16,56
2017,E4710,E,建筑业,47,房屋建筑业,471,住宅房屋建筑,4710,住宅房屋建筑,113.892992,22.581326,103330000,2006/7/1,1995/6/19,901
2017,F5261,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5261,汽车新车零售,113.826922,22.657653,30000000,2002/7/1,1995/7/3,92
2017,C2927,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2927,日用塑料制品制造,113.868264,22.594479,30000000,1999/5/1,1995/9/5,245
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.877658,22.56377,50000000,2002/12/1,1995/8/24,32
2017,F5111,F,批发和零售业,51,批发业,511,农、林、牧、渔产品批发,5111,谷物、豆及薯类批发,113.863362,22.627727,85000000,1998/3/1,1995/11/28,176
2017,R8930,R,文化、体育和娱乐业,89,体育,893,健身休闲活动,8930,健身休闲活动,113.848457,22.576512,65000000,2004/10/1,1996/1/16,387
2017,E4710,E,建筑业,47,房屋建筑业,471,住宅房屋建筑,4710,住宅房屋建筑,113.868780,22.578965,100000000,1992/8/1,1982/3/8,900
2017,F5261,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5261,汽车新车零售,113.867758,22.595904,10000000,2004/10/1,1996/3/15,50
2017,C2320,C,制造业,23,印刷和记录媒介复制业,232,装订及印刷相关服务,2320,装订及印刷相关服务,113.800948,22.711442,6000000,2012/4/1,2012/2/17,55
2017,C2231,C,制造业,22,造纸和纸制品业,223,纸制品制造,2231,纸和纸板容器制造,113.802409,22.751909,20000000,2005/10/1,1996/5/28,550
2017,F5261,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5261,汽车新车零售,113.839361,22.782056,20000000,2011/2/1,1998/1/8,40
2017,O8219,O,居民服务、修理和其他服务业,82,其他服务业,821,清洁服务,8219,其他清洁服务,113.896429,22.587206,1000000,2006/11/1,1998/1/12,193
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.874505,22.562763,62800000,2005/5/1,1998/1/19,107
2017,C3854,C,制造业,38,电气机械和器材制造业,385,家用电力器具制造,3854,家用厨房电器具制造,113.841248,22.705286,35000000,2006/5/1,1998/1/23,97
2017,L7215,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7215,农村集体经济组织管理,113.851267,22.599451,15000000,2009/3/1,1989/6/23,59
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.811287,22.781248,20000000,2003/11/1,1989/6/29,309
2017,E4999,E,建筑业,49,建筑安装业,499,其他建筑安装业,4999,其他建筑安装,113.919370,22.584542,100000000,1993/1/1,1987/11/9,297
2017,C3670,C,制造业,36,汽车制造业,367,汽车零部件及配件制造,3670,汽车零部件及配件制造,113.883407,22.575037,30000000,1993/1/1,1986/4/8,275
2017,K7040,K,房地产业,70,房地产业,704,房地产租赁经营,7040,房地产租赁经营,113.914607,22.577523,10000000,1993/1/1,1989/8/6,105
2017,F5151,F,批发和零售业,51,批发业,515,医药及医疗器材批发,5151,西药批发,113.914967,22.582832,4000000,1993/1/1,1986/3/28,265
2017,F5111,F,批发和零售业,51,批发业,511,农、林、牧、渔产品批发,5111,谷物、豆及薯类批发,113.910864,22.557227,312680000,1993/1/1,1986/6/9,79
2017,F5164,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5164,金属及金属矿批发,113.89068,22.574324,170375940,1991/12/21,1989/1/28,56
2017,F5265,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5265,机动车燃油零售,113.901958,22.548334,10000000,2010/4/1,1984/7/1,65
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.897913,22.567780,10360000,2003/10/1,1989/4/18,17
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.860951,22.801497,20000000,2000/1/1,1987/6/10,265
2017,C2919,C,制造业,29,橡胶和塑料制品业,291,橡胶制品业,2919,其他橡胶制品制造,113.801147,22.676149,70126923,2003/8/1,1999/8/10,211
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.835762,22.718259,10000000,1997/1/1,1986/4/1,96
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.885308,22.582705,12633400,2003/3/1,1988/5/27,270
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.90400771479966,22.560131135781315,62300000,2011/1/1,1990/2/18,6
2017,L7229,L,租赁和商务服务业,72,商务服务业,722,综合管理服务,7229,其他综合管理服务,113.831463,22.605677,24520000,2002/10/1,1990/2/27,376
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.804155,22.713029,15960000,2003/4/1,1987/6/21,172
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.822546,22.731677,25600000,2006/1/1,1987/6/14,390
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.811608,22.738898,7200000,2006/11/1,1988/3/16,86
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.836231,22.763123,19450000,2003/9/1,1987/6/10,438
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.801429,22.729981,6500000,2003/7/1,1987/6/16,221
2017,L7215,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7215,农村集体经济组织管理,113.883596,22.580644,7571500,2003/9/1,1988/2/3,483
2017,L7215,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7215,农村集体经济组织管理,113.866691,22.560366,10000000,2003/11/1,1987/2/16,135
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.846847,22.739058,10192500,2003/1/1,1987/9/6,202
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,,,15000000,2003/8/1,1988/1/27,120
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.875698,22.79625,18000000,2003/10/1,1986/6/7,207
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.813603,22.781537,3000000,2003/8/1,1987/4/2,26
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.860951,22.801497,10000000,2003/8/1,1987/5/25,120
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,,,42930000,2012/7/1,1986/6/8,291
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.827887,22.726929,212340000,2006/3/1,1987/6/25,77
2017,E4899,E,建筑业,48,土木工程建筑业,489,其他土木工程建筑,4899,其他土木工程建筑施工,113.902849,22.5654,3000000,2003/11/1,1986/10/22,15
2017,F5165,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5165,建材批发,113.879417,22.548783,31000000,1993/1/1,1990/5/15,31
2017,L7215,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7215,农村集体经济组织管理,113.834805,22.726916,11700000,2005/8/1,1987/6/12,244
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.801972,22.738983,10000000,2003/1/1,1987/6/18,255
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.813962,22.715224,6780000,2005/12/1,1987/11/2,133
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.787347,22.713484,13460000,2006/12/1,1987/6/18,150
2017,L7215,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7215,农村集体经济组织管理,113.845556,22.614623,8685000,2012/12/1,1988/4/1,15
2017,L7215,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7215,农村集体经济组织管理,113.864754,22.644062,11000000,2003/9/1,1987/4/21,70
2017,E4710,E,建筑业,47,房屋建筑业,471,住宅房屋建筑,4710,住宅房屋建筑,113.888031,22.560661,166500000,1993/1/1,1986/10/18,1320
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.813603,22.781537,30000240,2003/8/1,1987/7/5,107
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.820241,22.755628,2079000,2012/12/1,1988/2/8,167
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.880737,22.595634,26244000,2003/11/1,1988/3/15,389
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.813603,22.781537,10500000,2014/2/1,1988/2/10,51
2017,L7215,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7215,农村集体经济组织管理,113.839438,22.623127,5930000,2003/4/1,1988/5/19,341
2017,C2641,C,制造业,26,化学原料和化学制品制造业,264,涂料、油墨、颜料及类似产品制造,2641,涂料制造,113.850859,22.714923,10000000,1997/6/1,1986/5/2,73
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.848235,22.729418,9520000,2004/12/1,1987/6/11,145
2017,L7222,L,租赁和商务服务业,72,商务服务业,722,综合管理服务,7222,商业综合体管理服务,113.903236,22.578859,37100000,2003/11/1,1987/10/12,796
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.812044,22.750148,12080000,2003/5/1,1988/12/30,403
2017,E4910,E,建筑业,49,建筑安装业,491,电气安装,4910,电气安装,113.911414,22.576565,60000000,2003/5/1,1986/8/26,417
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.796766,22.739491,10402000,2006/3/1,1990/11/29,17
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.825104,22.774604,12495000,2003/11/1,1991/1/21,240
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.846446,22.771977,15000000,2003/8/1,1991/3/27,69
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.833166,22.632790,10000000,2003/2/1,1991/6/13,90
2017,L7215,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7215,农村集体经济组织管理,113.888017,22.599362,15000000,2012/12/1,1991/11/27,358
2017,E4710,E,建筑业,47,房屋建筑业,471,住宅房屋建筑,4710,住宅房屋建筑,113.916770,22.580413,50000000,1993/1/1,1991/11/20,160
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.813584,22.743545,10000000,2003/11/1,1992/1/20,93
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.806194,22.74745,11330000,2003/11/1,1992/1/25,107
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.813603,22.781537,10660000,2003/10/1,1992/1/29,71
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.799161,22.735748,8000000,2003/4/1,1992/3/3,224
2017,L7213,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7213,资源与产权交易服务,113.796884,22.745138,22100000,2003/11/1,1992/4/18,473
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.886080,22.556500,28000000,2003/1/1,1992/5/6,135
2017,L7215,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7215,农村集体经济组织管理,113.800112,22.741062,11400000,2003/8/1,1992/5/15,114
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.790470,22.736156,19000000,2005/7/1,1992/5/27,100
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.795514,22.738863,12490000,2003/8/1,1992/5/29,107
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.900986,22.56333,2471000000,2000/9/1,1992/6/6,73
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.867767,22.575346,100000000,2013/5/1,1992/8/3,176
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.818633,22.716547,79998700,1993/1/1,1992/9/9,58
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.888365,22.554606,113880000,2001/7/1,1992/9/11,21
2017,G5429,G,交通运输、仓储和邮政业,54,道路运输业,542,公路旅客运输,5429,其他公路客运,113.894615,22.557655,28000000,2004/2/1,1992/9/18,181
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.874612,22.555024,50000000,2003/4/1,1992/10/20,22
2017,C3861,C,制造业,38,电气机械和器材制造业,386,非电力家用器具制造,3861,燃气及类似能源家用器具制造,113.836009,22.592373,50000000,1993/1/1,1992/12/9,128
2017,L7299,L,租赁和商务服务业,72,商务服务业,729,其他商务服务业,7299,其他未列明商务服务业,113.909649,22.561862,27496906,1993/1/1,1993/2/11,110
2017,L7271,L,租赁和商务服务业,72,商务服务业,727,安全保护服务,7271,安全服务,113.893885,22.579863,86000000,1999/7/1,1993/3/20,23244
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.837714,22.735248,38000000,2006/8/1,1987/7/5,418
2017,E4710,E,建筑业,47,房屋建筑业,471,住宅房屋建筑,4710,住宅房屋建筑,,,6200000,1993/1/1,1993/4/26,107
2017,L7215,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7215,农村集体经济组织管理,113.867143,22.664259,11250000,2003/8/1,1993/4/26,205
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.845661,22.621408,15000000,2003/10/1,1993/4/30,130
2017,M7484,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术与设计服务,7484,工程设计活动,113.915207,22.557409,10660000,1997/11/1,1993/5/3,73
2017,E4812,E,建筑业,48,土木工程建筑业,481,铁路、道路、隧道和桥梁工程建筑,4812,公路工程建筑,113.902985,22.560325,58000000,1996/5/1,1993/6/7,136
2017,K7020,K,房地产业,70,房地产业,702,物业管理,7020,物业管理,113.908657,22.556895,5055000,1993/1/1,1993/6/18,1989
2017,K7040,K,房地产业,70,房地产业,704,房地产租赁经营,7040,房地产租赁经营,113.846467,22.765073,20000000,1993/1/1,1993/7/6,81
2017,D4610,D,电力、热力、燃气及水生产和供应业,46,水的生产和供应业,461,自来水生产和供应,4610,自来水生产和供应,113.855272,22.774950,35294118,1995/4/1,1986/5/28,298
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.889341,22.557675,500000000,2000/10/1,1993/8/16,117
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.835558,22.718164,1300000,2000/12/1,1993/9/10,78
2017,K7020,K,房地产业,70,房地产业,702,物业管理,7020,物业管理,113.852311,22.767324,500000,2006/6/1,1993/9/23,120
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.877658,22.56377,100000000,2007/3/1,1993/10/20,72
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.864648,22.604527,100000000,1993/7/1,1993/11/5,43
2017,M7482,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术与设计服务,7482,工程监理服务,113.904088,22.548701,3000000,1993/4/1,1993/11/29,121
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.908657,22.556895,850000000,2010/10/15,1993/12/15,334
2017,F5263,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5263,汽车零配件零售,113.902368,22.567117,5100000,2007/10/1,1993/12/18,60
2017,K7020,K,房地产业,70,房地产业,702,物业管理,7020,物业管理,113.895062,22.587167,63000000,1994/1/1,1994/1/5,2082
2017,L7219,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7219,其他组织管理服务,113.902498,22.560229,11000000,1996/5/1,1994/1/3,51
2017,E4813,E,建筑业,48,土木工程建筑业,481,铁路、道路、隧道和桥梁工程建筑,4813,市政道路工程建筑,113.913006,22.576056,80000000,2001/12/1,1994/1/21,262
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.90079,22.554652,100000000,2000/4/1,1994/4/5,16
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.825234,22.725857,148000000,2004/9/1,1994/5/21,42
2017,C3360,C,制造业,33,金属制品业,336,金属表面处理及热处理加工,3360,金属表面处理及热处理加工,113.820211,22.777147,1000000,2016/1/1,2015/9/2,230
2017,G5443,G,交通运输、仓储和邮政业,54,道路运输业,544,道路运输辅助活动,5443,公路管理与养护,,,12880000,1996/5/1,1994/6/30,56
2017,P8334,P,教育,83,教育,833,中等教育,8334,普通高中教育,113.843269,22.648212,20000000,2001/4/1,1994/6/27,597
2017,M7484,M,科学研究和技术服务业,74,专业技术服务业,748,工程技术与设计服务,7484,工程设计活动,113.893816,22.581549,3000000,1994/1/1,1995/11/27,153
2017,L7212,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7212,投资与资产管理,113.787088,22.736182,9900000,2002/3/1,1993/5/3,18
2017,L7211,L,租赁和商务服务业,72,商务服务业,721,组织管理服务,7211,企业总部管理,113.892322,22.563078,187000000,2001/3/1,1993/6/28,86
2017,E4999,E,建筑业,49,建筑安装业,499,其他建筑安装业,4999,其他建筑安装,113.894937,22.574313,10800000,2001/12/1,1993/8/19,125
2017,C2110,C,制造业,21,家具制造业,211,木质家具制造,2110,木质家具制造,113.851400,22.707744,12000000,2002/3/1,1993/12/21,242
2017,O8211,O,居民服务、修理和其他服务业,82,其他服务业,821,清洁服务,8211,建筑物清洁服务,113.886932,22.548637,56000000,2004/3/1,1994/5/11,780
2017,K7040,K,房地产业,70,房地产业,704,房地产租赁经营,7040,房地产租赁经营,,,3000000,2015/12/1,1994/6/26,13
2017,C4190,C,制造业,41,其他制造业,419,其他未列明制造业,4190,其他未列明制造业,113.842625,22.619851,88000000,2004/6/26,1994/6/30,155
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.859702,22.765817,308000000,2005/12/1,1992/4/13,61
2017,E5012,E,建筑业,50,建筑装饰、装修和其他建筑业,501,建筑装饰和装修业,5012,住宅装饰和装修,113.899391,22.560026,15000000,2005/1/1,1992/12/18,210
2017,C3952,C,制造业,39,计算机、通信和其他电子设备制造业,395,非专业视听设备制造,3952,音响设备制造,113.843518,22.796023,160680000,1997/4/28,1996/7/3,475
2017,E4812,E,建筑业,48,土木工程建筑业,481,铁路、道路、隧道和桥梁工程建筑,4812,公路工程建筑,113.902802,22.560339,28000000,1994/12/1,1996/7/1,214
2017,F5162,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5162,石油及制品批发,113.909649,22.561862,50000000,2008/9/1,1996/7/15,66
2017,H6210,H,住宿和餐饮业,62,餐饮业,621,正餐服务,6210,正餐服务,113.910273,22.570084,10100000,2005/2/1,1996/7/23,84
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.867775,22.602060,100000000,2005/10/1,1996/9/24,115
2017,M7330,M,科学研究和技术服务业,73,研究和试验发展,733,农业科学研究和试验发展,7330,农业科学研究和试验发展,113.876118,22.590638,100000000,2008/7/31,1996/9/26,4748
2017,C1743,C,制造业,17,纺织业,174,丝绢纺织及印染精加工,1743,丝印染精加工,113.843766,22.816626,31800000,2002/4/1,1996/10/21,185
2017,G5443,G,交通运输、仓储和邮政业,54,道路运输业,544,道路运输辅助活动,5443,公路管理与养护,,,53000000,1997/8/1,1996/10/27,95
2017,F5149,F,批发和零售业,51,批发业,514,文化、体育用品及器材批发,5149,其他文化用品批发,113.837687,22.593573,2000000,2004/4/1,1996/11/25,20
2017,F5169,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5169,其他化工产品批发,113.924303,22.574139,20000000,2000/7/1,1997/1/27,18
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.910113,22.571195,200000000,2008/4/1,1997/2/4,290
2017,K7020,K,房地产业,70,房地产业,702,物业管理,7020,物业管理,,,5000000,2000/9/1,1997/3/9,34
2017,F5162,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5162,石油及制品批发,113.894679,22.560062,20000000,2003/4/1,1997/3/14,35
2017,F5265,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5265,机动车燃油零售,113.895660,22.567915,3800000,2007/6/1,1997/3/27,27
2017,F5265,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5265,机动车燃油零售,113.911073,22.573067,3800000,2006/7/1,1997/4/13,36
2017,C3311,C,制造业,33,金属制品业,331,结构性金属制品制造,3311,金属结构制造,113.799560,22.773420,1500000,2006/4/1,2004/5/25,309
2017,C3819,C,制造业,38,电气机械和器材制造业,381,电机制造,3819,其他电机制造,113.886782,22.610157,20000000,1997/12/12,1997/4/15,70
2017,F5164,F,批发和零售业,51,批发业,516,矿产品、建材及化工产品批发,5164,金属及金属矿批发,113.874670,22.586722,1000000,2004/4/1,1997/4/16,33
2017,C2311,C,制造业,23,印刷和记录媒介复制业,231,印刷,2311,书、报刊印刷,113.913448,22.581408,100060000,2003/6/1,1997/5/5,167
2017,C3823,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3823,配电开关控制设备制造,113.848440,22.764232,81000000,1998/4/1,1997/6/20,332
2017,C1819,C,制造业,18,纺织服装、服饰业,181,机织服装制造,1819,其他机织服装制造,113.850683,22.600507,16000000,2001/6/1,1997/7/29,325
2017,K7020,K,房地产业,70,房地产业,702,物业管理,7020,物业管理,113.824638,22.646555,10000000,2013/5/1,1997/8/27,3
2017,C3953,C,制造业,39,计算机、通信和其他电子设备制造业,395,非专业视听设备制造,3953,影视录放设备制造,113.866328,22.625504,50000000,2003/9/9,1997/8/29,272
2017,K7040,K,房地产业,70,房地产业,704,房地产租赁经营,7040,房地产租赁经营,113.844421,22.719545,6100000,2012/4/1,1997/9/24,23
2017,C3842,C,制造业,38,电气机械和器材制造业,384,电池制造,3842,镍氢电池制造,113.878456,22.817320,30000000,1999/9/23,1997/10/7,497
2017,C3913,C,制造业,39,计算机、通信和其他电子设备制造业,391,计算机制造,3913,计算机外围设备制造,113.868900,22.631025,36000000,2000/12/1,1997/10/9,301
2017,C3399,C,制造业,33,金属制品业,339,铸造及其他金属制品制造,3399,其他未列明金属制品制造,113.848235,22.729418,500000,1999/7/1,1993/12/11,179
2017,C3824,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3824,电力电子元器件制造,113.872849,22.810117,50000000,1998/7/1,1991/11/26,314
2017,C2929,C,制造业,29,橡胶和塑料制品业,292,塑料制品业,2929,塑料零件及其他塑料制品制造,113.876418,22.816585,82200000,2001/4/1,1993/4/23,300
2017,C3951,C,制造业,39,计算机、通信和其他电子设备制造业,395,非专业视听设备制造,3951,电视机制造,113.83871374217193,22.611519879211745,268000000,1998/7/16,1997/8/5,155
2017,C3831,C,制造业,38,电气机械和器材制造业,383,电线、电缆、光缆及电工器材制造,3831,电线、电缆制造,113.875795,22.797354,100880000,2008/11/1,1997/8/23,230
2017,F5139,F,批发和零售业,51,批发业,513,纺织、服装及家庭用品批发,5139,其他家庭用品批发,113.888314,22.562626,1000000,2002/4/1,1997/11/19,100
2017,F5265,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5265,机动车燃油零售,113.886036,22.575639,1500000,2001/7/1,1997/11/24,35
2017,C3821,C,制造业,38,电气机械和器材制造业,382,输配电及控制设备制造,3821,变压器、整流器和电感器制造,113.921188,22.577076,180000000,2006/8/1,1994/6/30,1255
2017,F5261,F,批发和零售业,52,零售业,526,汽车、摩托车、零配件和燃料及其他动力销售,5261,汽车新车零售,113.889604,22.576473,5000000,2006/4/1,1994/3/9,38
2017,C2319,C,制造业,23,印刷和记录媒介复制业,231,印刷,2319,包装装潢及其他印刷,113.865090,22.800481,20000000,2006/9/1,1994/4/1,85
2017,H6210,H,住宿和餐饮业,62,餐饮业,621,正餐服务,6210,正餐服务,113.891552,22.562918,500000,2014/12/1,2014/7/28,43
2017,K7010,K,房地产业,70,房地产业,701,房地产开发经营,7010,房地产开发经营,113.877968,22.567442,150000000,2015/4/1,2014/11/4,25
2017,H6210,H,住宿和餐饮业,62,餐饮业,621,正餐服务,6210,正餐服务,113.806044,22.727972,500000,2015/1/1,2014/10/27,25
2017,H6210,H,住宿和餐饮业,62,餐饮业,621,正餐服务,6210,正餐服务,113.813025,22.733268,1000000,2015/1/1,2014/11/25,43
